model,year,transmission,mileage,fuelType,mpg,engineSize,price
1 Series,2016,Manual,33489,Diesel,41.55,1.5,10700
 Focus,2016,Automatic,25259,Petrol,25.7,1,10700
 Fiesta,2016,Automatic,7117,Petrol,28.85,1,10700
 Focus,2016,Manual,30600,Petrol,30.05,1,10700
 Fiesta,2016,Manual,36004,Petrol,23.95,1.6,10700
 Fiesta,2018,Manual,17900,Petrol,28.25,1,12495
 Polo,2016,Manual,45750,Petrol,30.7,1.4,10700
 EcoSport,2019,Semi-Auto,490,Petrol,22.05,1,18995
 Polo,2016,Manual,9613,Petrol,30.05,1.2,10700
 Focus,2019,Manual,7912,Petrol,30.05,1,15370
 Focus,2019,Manual,10737,Diesel,37.15,1.5,16190
 Fiesta,2019,Automatic,5452,Petrol,24.35,1,13890
 Focus,2019,Manual,10889,Petrol,29.45,1,14390
 Focus,2019,Manual,8439,Petrol,25.7,1.5,17030
 Focus,2019,Manual,7100,Petrol,30.05,1,14410
 Kuga,2019,Manual,9863,Diesel,23.95,2,19610
 Polo,2016,Manual,38741,Petrol,30.7,1.4,10700
 Yaris,2016,Automatic,44571,Hybrid,39,1.5,10700
 Kuga,2018,Manual,16349,Petrol,22.8,1.5,16479
 Mondeo,2018,Manual,25199,Petrol,24.35,1.5,14979
 Fiesta,2018,Manual,12760,Petrol,32.85,1,10979
 Fabia,2016,Manual,9737,Petrol,29.45,1.2,10700
 Focus,2018,Manual,2596,Petrol,30.05,1,16479
 Focus,2018,Manual,14171,Petrol,18.35,2.3,28975
 Octavia,2016,Manual,13800,Petrol,27.7,1.4,10700
A1,2017,Manual,59973,Petrol,33.65,1,10700
1 Series,2017,Manual,37487,Diesel,39.25,1.5,10700
3 Series,2017,Automatic,88227,Petrol,27.15,1.5,10700
 Focus,2019,Manual,5802,Petrol,30.05,1,16970
 Focus,2018,Manual,18332,Diesel,37.15,1.5,16479
1 Series,2017,Manual,38664,Diesel,41.55,1.5,10700
 Fiesta,2018,Manual,14044,Petrol,32.1,1.1,9679
 Fiesta,2017,Manual,26658,Petrol,32.85,1,10700
 Fiesta,2018,Manual,58373,Petrol,32.85,1,9979
 C-MAX,2017,Manual,25043,Petrol,27.7,1,10700
 Mondeo,2020,Automatic,2213,Hybrid,23.95,2,24979
 Fiesta,2018,Semi-Auto,18559,Petrol,24.35,1,12479
 Fiesta,2017,Manual,31767,Petrol,31.4,1,10700
 B-MAX,2017,Manual,22679,Petrol,27.7,1,10700
 C-MAX,2017,Manual,19313,Diesel,34.45,1.5,10700
 Fiesta,2019,Semi-Auto,7220,Petrol,24.35,1,14441
 EcoSport,2017,Manual,23700,Petrol,26.15,1,10700
 Fiesta,2018,Manual,12070,Petrol,32.85,1,10510
 Focus,2017,Manual,31386,Petrol,30.05,1,10700
 Focus,2017,Manual,26715,Petrol,30.05,1,10700
 Mondeo,2017,Manual,47408,Diesel,39.25,1.5,10700
 Focus,2017,Manual,18483,Petrol,30.05,1,10700
 Focus,2018,Manual,7994,Petrol,28.85,1,12970
 Focus,2017,Manual,44901,Diesel,37.15,1.5,10700
 Fiesta,2018,Manual,15950,Petrol,32.85,1,10179
 Fiesta,2017,Manual,20409,Petrol,31.4,1,10700
 Fiesta,2019,Manual,11288,Diesel,29.45,1.5,16479
 S-MAX,2019,Semi-Auto,4988,Diesel,21.75,2,33979
 Puma,2020,Manual,1440,Petrol,25.7,1,19979
 Fiesta,2018,Manual,16430,Petrol,32.85,1,10979
 Fiesta,2018,Manual,16301,Petrol,28.25,1,11000
 Fiesta,2018,Manual,22845,Petrol,28.25,1,11000
 Fiesta,2018,Manual,33770,Petrol,28.25,1,10590
 Fiesta,2017,Manual,26762,Petrol,32.85,1,10700
 C-MAX,2017,Manual,19635,Diesel,34.45,1.5,10700
 Golf,2017,Manual,39678,Diesel,30.7,1.6,10700
 S-MAX,2019,Manual,8199,Petrol,16.8,1.5,22979
 Focus,2020,Manual,601,Petrol,17.25,2.3,28939
 Polo,2017,Manual,21094,Petrol,30.05,1.2,10700
 Polo,2017,Automatic,27817,Petrol,30.05,1.2,10700
 Fabia,2017,Manual,18335,Petrol,29.45,1.2,10700
 Octavia,2017,Manual,27099,Diesel,36.2,1.6,10700
 Octavia,2017,Semi-Auto,36975,Petrol,28.85,1.4,10700
I20,2017,Automatic,3283,Petrol,22.8,1.4,10700
 Fiesta,2017,Manual,20100,Petrol,32.85,1,10701
2 Series,2015,Manual,27562,Diesel,34.45,2,10706
 Octavia,2016,Semi-Auto,46770,Diesel,32.1,2,10710
 Fiesta,2017,Automatic,12874,Petrol,27.15,1,10710
 Kuga,2014,Manual,51530,Diesel,23.95,2,10712
 Kuga,2019,Manual,15937,Petrol,17.65,1.5,18479
 CC,2016,Automatic,54355,Diesel,29.45,2,10712
 Focus,2018,Manual,16808,Petrol,28.85,1,13979
A1,2015,Manual,34616,Diesel,40.35,1.6,10716
 Focus,2017,Manual,19891,Petrol,30.05,1,10719
 Kuga,2015,Manual,53362,Diesel,30.05,2,10720
 Focus,2019,Manual,9145,Diesel,37.15,1.5,16030
 Kuga,2018,Manual,10267,Petrol,19.6,1.5,17160
 Polo,2017,Manual,3000,Petrol,30.05,1,10722
2 Series,2016,Manual,45930,Petrol,24.35,1.5,10725
 S-MAX,2019,Manual,12036,Petrol,16.8,1.5,23179
 EcoSport,2019,Manual,4470,Diesel,29.45,1.5,16479
 S-MAX,2019,Manual,10026,Diesel,27.15,2,24979
A1,2016,Manual,24755,Diesel,38.15,1.6,10726
 Galaxy,2018,Manual,34350,Diesel,28.25,2,17979
 EcoSport,2018,Semi-Auto,23807,Petrol,24.35,1,14179
 Grand C-MAX,2016,Manual,37021,Petrol,27.15,1,10730
 EcoSport,2019,Manual,3500,Petrol,26.65,1,16995
 Focus,2019,Automatic,6000,Diesel,32.1,2,19995
 Polo,2017,Manual,10410,Petrol,30.05,1,10730
 Focus,2017,Manual,16768,Diesel,37.15,1.5,10731
 Fiesta,2018,Manual,12700,Petrol,28.25,1,11495
 Ka+,2019,Manual,1850,Petrol,21.75,1.2,11295
 Yaris,2017,Automatic,50556,Hybrid,43,1.5,10732
 Fiesta,2017,Manual,16670,Petrol,31.4,1,10739
3 Series,2016,Automatic,91855,Diesel,37.15,2,10740
 Golf,2015,Manual,36724,Diesel,37.15,1.6,10741
 Fabia,2017,Semi-Auto,11695,Petrol,30.7,1,10743
 Yaris,2017,Automatic,13874,Petrol,29,1.3,10744
 Fiesta,2018,Manual,5687,Petrol,31.4,1,13300
 Fiesta,2018,Manual,4583,Petrol,32.85,1,12500
 Polo,2017,Manual,26199,Petrol,30.05,1.2,10746
 Fiesta,2019,Manual,10114,Petrol,29.45,1,14000
 Octavia,2017,Manual,9545,Petrol,31.4,1,10746
 Fiesta,2018,Manual,16906,Petrol,32.85,1,11679
 Ka+,2019,Manual,3850,Petrol,23.95,1.2,9675
 Ka+,2019,Manual,9266,Petrol,23.95,1.2,9279
 Fiesta,2018,Manual,15121,Petrol,20.15,1.5,17479
 Fiesta,2018,Manual,9768,Petrol,32.1,1.1,9750
 Mustang,2020,Manual,613,Petrol,15.7,2.3,33979
 Fiesta,2018,Manual,21085,Petrol,32.85,1,10679
 Fiesta,2018,Manual,10125,Petrol,32.85,1,9679
 Fiesta,2019,Semi-Auto,3280,Petrol,24.35,1,15479
 Fiesta,2018,Manual,9141,Petrol,31.4,1,13970
 Focus,2018,Manual,18646,Diesel,33.65,2,18277
 Fiesta,2018,Manual,14133,Petrol,32.85,1,10490
 Kuga,2019,Manual,13522,Diesel,23.95,2,19470
 Focus,2019,Manual,6754,Petrol,30.05,1,15520
 Focus,2019,Manual,11881,Petrol,30.05,1,15540
 Fiesta,2018,Manual,17250,Petrol,32.85,1,11500
 Fiesta,2018,Manual,11887,Petrol,29.45,1,13000
 Fiesta,2019,Manual,4895,Petrol,20.15,1.5,18000
 Yeti,2016,Semi-Auto,20967,Petrol,25.7,1.2,10747
4 Series,2014,Automatic,70116,Diesel,30.7,2,10749
 Fiesta,2018,Manual,10097,Petrol,32.85,1,12000
 Polo,2016,Automatic,39717,Petrol,30.05,1.2,10749
 Polo,2017,Manual,19404,Petrol,30.05,1.2,10749
 EcoSport,2018,Manual,29357,Petrol,27.15,1,13000
I30,2017,Manual,29840,Diesel,37.15,1.6,10749
 EcoSport,2018,Semi-Auto,3214,Petrol,22.8,1,16500
 Fiesta,2018,Manual,11083,Petrol,32.85,1,10980
5 Series,2012,Automatic,53632,Diesel,28.8,2,10750
 Fiesta,2019,Manual,4578,Petrol,29.45,1,16500
 Ka+,2018,Manual,4795,Petrol,23.95,1.2,9500
 B-MAX,2018,Manual,31894,Petrol,27.7,1,9000
A5,2013,Manual,39000,Petrol,24.8,1.8,10750
 Fiesta,2019,Automatic,8342,Petrol,24.35,1,14995
 EcoSport,2019,Manual,3031,Petrol,26.65,1,16495
 Fiesta,2018,Manual,19709,Petrol,32.85,1,11495
5 Series,2013,Semi-Auto,60611,Diesel,30.05,2,10750
3 Series,2013,Manual,56000,Diesel,30.05,2,10750
5 Series,2013,Automatic,78500,Diesel,28.8,2,10750
 Galaxy,2019,Semi-Auto,9770,Diesel,27.15,2,24479
A3,2014,Semi-Auto,56000,Diesel,36.2,1.6,10750
3 Series,2014,Manual,59000,Diesel,29.45,2,10750
 Fiesta,2018,Manual,10964,Petrol,32.85,1,10495
 Yeti Outdoor,2014,Manual,25000,Diesel,24.35,2,10750
A3,2015,Semi-Auto,55934,Petrol,30.05,1.4,10750
5 Series,2015,Manual,68310,Diesel,32.85,2,10750
 Golf,2015,Manual,37021,Diesel,34.45,2,10750
 Polo,2015,Manual,26811,Petrol,30.7,1.4,10750
 Fiesta,2016,Manual,17023,Petrol,31.4,1,10750
 Focus,2019,Manual,843,Petrol,30.05,1,14995
 Kuga,2019,Manual,2100,Petrol,19.6,1.5,19995
 Kuga,2019,Manual,19874,Diesel,30.05,2,19000
 Mondeo,2019,Automatic,18457,Diesel,24.35,2,27000
 C-MAX,2016,Manual,15101,Petrol,27.7,1,10750
 Fiesta,2018,Manual,14562,Petrol,27.7,1.1,9500
 Fiesta,2018,Semi-Auto,13378,Petrol,27.15,1,12000
 EcoSport,2019,Automatic,1001,Petrol,22.8,1,17500
 Grand C-MAX,2016,Manual,25929,Diesel,32.1,1.5,10750
 Fiesta,2018,Manual,9553,Petrol,32.85,1,12000
 Fiesta,2018,Manual,13427,Petrol,32.85,1,10500
 Golf,2016,Semi-Auto,45150,Diesel,29.45,1.6,10750
 Fiesta,2018,Manual,7526,Petrol,32.85,1,12000
 Mustang,2019,Manual,813,Petrol,11.4,5,40000
 Puma,2020,Manual,2396,Petrol,24.8,1,25000
 Fiesta,2018,Manual,3874,Petrol,32.85,1,13100
 Golf,2016,Manual,29870,Diesel,37.15,1.6,10750
 Kuga,2018,Automatic,11421,Petrol,19.1,1.5,16595
 Fiesta,2019,Manual,11213,Petrol,29.45,1,14000
 Fiesta,2018,Manual,10995,Petrol,32.85,1,10500
 Ka+,2018,Manual,22199,Petrol,28.85,1.2,7600
 Edge,2019,Automatic,21457,Diesel,18.6,2,30000
 Polo,2016,Manual,15664,Petrol,32.85,1,10750
 Focus,2017,Manual,33196,Diesel,37.15,1.5,10750
 EcoSport,2017,Manual,17815,Petrol,26.15,1,10750
 Fiesta,2017,Manual,18363,Diesel,39.25,1.5,10750
 Focus,2017,Manual,14436,Petrol,30.05,1,10750
 EcoSport,2017,Manual,43958,Petrol,26.15,1,10750
 Kuga,2018,Manual,44000,Diesel,27.15,2,13990
 Focus,2018,Manual,16853,Diesel,37.15,1.5,13000
 Grand C-MAX,2017,Manual,37124,Diesel,32.1,1.5,10750
 Fiesta,2017,Semi-Auto,42340,Petrol,27.15,1,10750
 Fiesta,2017,Automatic,11108,Petrol,28.85,1,10750
 EcoSport,2019,Manual,499,Petrol,25.7,1,17495
 Focus,2017,Manual,6245,Petrol,30.05,1,10750
 Focus,2017,Manual,21224,Petrol,30.05,1,10750
 Fiesta,2018,Manual,7642,Petrol,32.85,1,10495
 Focus,2017,Semi-Auto,30596,Petrol,25.7,1,10750
 C-MAX,2017,Manual,37367,Petrol,27.7,1,10750
 Fiesta,2017,Manual,14417,Petrol,31.4,1,10750
 Focus,2017,Manual,14100,Petrol,30.05,1,10750
 Focus,2019,Manual,8000,Petrol,30.05,1,15990
 EcoSport,2018,Manual,16581,Petrol,27.15,1,13250
 EcoSport,2018,Manual,5823,Petrol,26.65,1,14750
 Puma,2019,Manual,309,Petrol,25.2,1,22000
 Fiesta,2019,Manual,3417,Petrol,20.15,1.5,21750
 Kuga,2019,Manual,3533,Petrol,17.65,1.5,24990
 Focus,2017,Manual,23000,Petrol,30.05,1,10750
 Kuga,2018,Automatic,37933,Diesel,27.15,2,16999
 Kuga,2017,Manual,45000,Petrol,22.8,1.5,10750
 Focus,2017,Manual,34000,Petrol,30.05,1,10750
 Focus,2017,Manual,25519,Diesel,37.15,1.5,10750
 Polo,2017,Manual,14200,Petrol,30.05,1.2,10750
 Polo,2017,Manual,21437,Petrol,30.05,1.2,10750
 Polo,2017,Manual,13040,Petrol,30.05,1.2,10750
 Galaxy,2019,Manual,16448,Diesel,27.7,2,24999
 Fiesta,2018,Manual,7000,Petrol,29.45,1,13995
 Focus,2019,Manual,12200,Petrol,30.05,1,15995
 Focus,2018,Manual,10500,Petrol,30.05,1,15690
 Focus,2019,Automatic,9800,Petrol,20.75,1,17990
 Polo,2017,Manual,22000,Petrol,30.05,1.2,10750
 Yaris,2017,Manual,18121,Petrol,28.25,1.5,10750
 Auris,2017,Manual,14497,Petrol,29.45,1.2,10750
 Fabia,2017,Semi-Auto,14021,Petrol,30.7,1,10750
 Fabia,2017,Semi-Auto,14902,Petrol,30.7,1,10750
 Kuga,2018,Automatic,16000,Petrol,19.1,1.5,18995
 Fabia,2017,Semi-Auto,15803,Petrol,30.7,1,10750
 Focus,2018,Manual,22494,Petrol,30.05,1,12500
 Fiesta,2018,Manual,15018,Petrol,32.1,1.1,9990
 Focus,2019,Manual,8933,Petrol,30.05,1,15990
 Kuga,2018,Manual,12787,Diesel,23.95,2,20000
 Focus,2017,Manual,22936,Petrol,30.05,1,10752
 Fiesta,2018,Manual,7724,Petrol,32.85,1,11000
 Golf,2017,Manual,68625,Diesel,30.7,1.6,10752
 Focus,2019,Automatic,15052,Diesel,32.1,2,19320
 Polo,2017,Manual,8250,Petrol,30.05,1,10752
 Fiesta,2018,Manual,6074,Petrol,32.85,1,11990
 Fiesta,2018,Automatic,3000,Petrol,27.15,1,14495
 Tourneo Custom,2019,Manual,6500,Diesel,15.85,2,29890
 Mustang,2019,Automatic,2000,Petrol,11.05,5,40495
 Focus,2019,Manual,4000,Petrol,17.25,2.3,26490
 Kuga,2018,Manual,8000,Petrol,22.8,1.5,16495
 Focus,2018,Manual,3000,Petrol,25.7,1.5,19490
 Focus,2018,Automatic,7000,Diesel,37.15,1.5,18995
 Focus,2018,Automatic,440,Petrol,25.2,1,16195
 Focus,2019,Manual,12200,Petrol,29.45,1,15995
 Focus,2018,Manual,15937,Diesel,40.35,1.5,14699
Q5,2011,Automatic,92600,Diesel,20.2,2,10760
 Fiesta,2018,Manual,30472,Diesel,42.8,1.5,9999
 Focus,2017,Manual,29891,Petrol,30.05,1,10760
 Mondeo,2019,Manual,10281,Diesel,25.7,2,19999
 Auris,2017,Manual,21951,Petrol,29.45,1.2,10761
A1,2016,Manual,38731,Diesel,38.15,1.6,10765
 Yeti Outdoor,2014,Semi-Auto,53164,Diesel,22.4,2,10770
 Focus,2018,Manual,5304,Petrol,30.05,1,12199
 Kuga,2015,Semi-Auto,29665,Diesel,26.15,2,10770
 Kuga,2016,Manual,34914,Diesel,30.05,2,10770
 Focus,2017,Manual,22176,Petrol,30.05,1,10770
 Edge,2018,Automatic,2889,Diesel,18.6,2,30699
 Fiesta,2017,Manual,17283,Petrol,31.4,1,10770
 Passat,2015,Semi-Auto,42161,Diesel,30.05,2,10771
 Kuga,2018,Manual,5669,Diesel,27.15,1.5,17499
 Focus,2019,Manual,14195,Petrol,29.45,1,15750
 Kuga,2019,Manual,11963,Petrol,17.65,1.5,18620
 Kuga,2019,Manual,4842,Petrol,17.65,1.5,19420
 Kuga,2018,Semi-Auto,14840,Diesel,29.45,1.5,17775
 Golf,2016,Manual,34167,Diesel,37.15,1.6,10772
1 Series,2015,Manual,40561,Diesel,34.45,2,10775
 CC,2015,Semi-Auto,56508,Diesel,27.15,2,10775
 Kuga,2019,Manual,4629,Petrol,17.65,1.5,20299
 Kuga,2019,Semi-Auto,13006,Diesel,18.85,2,19999
 Tucson,2016,Manual,36092,Petrol,22.4,1.6,10775
 Tucson,2016,Manual,31789,Diesel,30.85,1.7,10776
 Kuga,2018,Manual,15094,Diesel,27.15,1.5,15499
5 Series,2013,Semi-Auto,84842,Diesel,27.7,2,10780
 Fiesta,2018,Manual,12219,Petrol,32.85,1,10699
 Focus,2019,Manual,4000,Petrol,17.25,2.3,28495
 Fiesta,2018,Manual,9000,Petrol,29.45,1,14995
 Tourneo Custom,2019,Manual,7000,Diesel,15.85,2,29495
 EcoSport,2018,Automatic,6000,Petrol,24.35,1,13995
 Tucson,2016,Manual,62874,Diesel,30.85,1.7,10780
 Fiesta,2018,Manual,10000,Petrol,29.45,1,11995
 Fiesta,2017,Manual,16711,Diesel,39.25,1.5,10780
 Octavia,2017,Semi-Auto,34215,Petrol,28.25,1.4,10780
 Fiesta,2019,Manual,2000,Petrol,29.45,1,16495
 C-MAX,2018,Manual,11000,Diesel,34.45,1.5,13995
 EcoSport,2018,Manual,2000,Petrol,27.15,1,14995
 Focus,2019,Manual,1200,Petrol,29.45,1,14995
 Focus,2019,Automatic,14000,Petrol,25.7,1,15995
 Focus,2019,Manual,15000,Petrol,29.45,1,14995
 Focus,2018,Manual,6000,Diesel,40.35,1.5,15995
 Focus,2019,Manual,8500,Petrol,29.45,1,15495
 Focus,2019,Automatic,11000,Petrol,25.2,1,14995
 Focus,2019,Automatic,1890,Petrol,20.45,1.5,18490
 Kuga,2018,Manual,12000,Diesel,27.15,1.5,17495
I30,2017,Manual,20629,Diesel,37.15,1.6,10780
 Kuga,2015,Automatic,50323,Diesel,26.15,2,10781
I30,2017,Manual,19273,Diesel,37.15,1.6,10785
 Focus,2018,Manual,3796,Diesel,40.35,1.5,15999
I30,2017,Manual,19273,Diesel,37.15,1.6,10785
 Focus,2017,Automatic,22000,Petrol,25.7,1,10789
 Focus,2017,Manual,21847,Petrol,30.05,1,10789
 Kuga,2018,Manual,10435,Diesel,27.15,1.5,16999
A1,2012,Automatic,27280,Petrol,23.95,1.4,10790
 Kuga,2018,Manual,21688,Diesel,27.15,1.5,15999
 Golf,2014,Manual,37249,Diesel,34.45,2,10790
 Yaris,2014,Automatic,24974,Hybrid,38.15,1.5,10790
 Focus,2019,Manual,8000,Petrol,30.05,1,18499
1 Series,2015,Manual,29550,Petrol,26.65,1.5,10790
 Kuga,2015,Manual,33263,Diesel,30.05,2,10790
 Polo,2015,Semi-Auto,20062,Petrol,29.45,1,10790
 Polo,2015,Manual,28531,Petrol,30.7,1.4,10790
 Yaris,2015,Automatic,27969,Hybrid,43,1.5,10790
 Kuga,2019,Manual,10234,Diesel,19.1,2,18499
A1,2016,Manual,19360,Diesel,38.15,1.6,10790
 Fiesta,2018,Manual,35880,Petrol,31.4,1,10999
 Kuga,2018,Automatic,13859,Petrol,19.1,1.5,19999
 EcoSport,2018,Semi-Auto,8660,Petrol,22.8,1,15999
A1,2016,Manual,41914,Petrol,33.65,1,10790
 Fiesta,2018,Manual,16412,Petrol,32.85,1,11899
 Kuga,2019,Manual,15956,Diesel,23.95,2,19499
 Focus,2019,Manual,6321,Petrol,30.05,1,16199
 EcoSport,2018,Manual,20112,Petrol,27.15,1,14199
A1,2016,Manual,39715,Petrol,33.65,1,10790
 B-MAX,2018,Manual,12403,Petrol,28.85,1,12299
 Fiesta,2018,Manual,10911,Petrol,32.1,1.1,8799
 Fiesta,2018,Manual,20203,Petrol,32.85,1,9599
 EcoSport,2018,Manual,10579,Petrol,27.15,1,13999
 Kuga,2018,Manual,14365,Diesel,32.1,1.5,16199
 Puma,2020,Manual,1137,Petrol,25.2,1,23999
 Puma,2019,Manual,883,Petrol,25.7,1,22999
 Ka+,2019,Manual,2559,Petrol,21.75,1.2,11699
 Fiesta,2019,Manual,2944,Petrol,20.15,1.5,18299
 Focus,2019,Manual,603,Petrol,23.95,1,18699
 Fiesta,2019,Manual,5303,Petrol,29.45,1,15299
 Focus,2020,Manual,641,Petrol,25.2,1.5,24799
 Focus,2020,Manual,807,Diesel,31.4,1.5,21499
 EcoSport,2019,Manual,9168,Diesel,33.65,1.5,13399
 Fiesta,2018,Manual,12438,Diesel,44.15,1.5,10999
 Fiesta,2016,Manual,15666,Petrol,31.4,1,10790
 Focus,2016,Automatic,32294,Diesel,37.15,1.5,10790
 Fiesta,2018,Manual,6792,Petrol,32.85,1,13599
 Kuga,2018,Manual,8000,Diesel,30.05,2,16999
 Kuga,2019,Manual,6997,Petrol,17.65,1.5,20499
 Kuga,2018,Manual,16371,Diesel,23.95,2,15999
 EcoSport,2019,Manual,5846,Petrol,26.65,1,14999
 Fiesta,2018,Manual,30000,Petrol,28.25,1,10499
 Fiesta,2018,Manual,16356,Petrol,28.25,1,11499
 Fiesta,2019,Manual,7852,Petrol,30.05,1,15499
 EcoSport,2018,Manual,12076,Petrol,25.7,1,13999
 Fiesta,2016,Manual,15882,Diesel,39.25,1.5,10790
 Polo,2016,Semi-Auto,31811,Petrol,30.05,1.2,10790
 Fiesta,2018,Manual,31146,Petrol,32.85,1,10799
 Grand C-MAX,2019,Manual,6375,Petrol,23.95,1,14199
 Focus,2019,Manual,11322,Petrol,29.45,1,14899
 Fiesta,2018,Manual,33086,Petrol,31.4,1,11999
 Galaxy,2018,Manual,31504,Diesel,28.25,2,19499
 Polo,2016,Manual,16130,Petrol,30.05,1.2,10790
 Fiesta,2017,Semi-Auto,20836,Petrol,28.85,1,10790
 Focus,2018,Manual,35221,Diesel,37.15,1.5,12699
 Kuga,2018,Manual,14241,Diesel,32.1,1.5,15699
 Kuga,2018,Semi-Auto,13082,Diesel,27.15,2,21999
 Fiesta,2018,Manual,27567,Petrol,32.85,1,11299
 Focus,2019,Manual,4432,Petrol,30.05,1,17999
 Focus,2019,Manual,5443,Petrol,30.05,1,17699
 Focus,2019,Manual,4933,Petrol,30.05,1,16999
 Focus,2018,Automatic,10688,Diesel,37.15,1.5,16995
 Kuga,2019,Manual,7523,Diesel,22.8,1.5,18199
 Fiesta,2017,Manual,17764,Petrol,32.85,1,10790
 Focus,2017,Manual,8000,Petrol,30.7,1,10790
 Focus,2019,Manual,9488,Petrol,17.25,2.3,24999
 Focus,2018,Manual,22465,Petrol,30.05,1,11499
 EcoSport,2018,Manual,8610,Petrol,27.15,1,13999
 EcoSport,2018,Manual,10111,Petrol,27.15,1,14899
 Fiesta,2018,Manual,7957,Petrol,32.85,1,11399
 Kuga,2018,Manual,18838,Diesel,32.1,1.5,13499
 Fiesta,2018,Manual,18571,Petrol,32.85,1,10999
 Galaxy,2018,Semi-Auto,31589,Diesel,26.15,2,19999
 Fiesta,2017,Manual,12903,Petrol,32.85,1,10790
 Polo,2017,Manual,16653,Petrol,30.05,1.2,10790
 Polo,2017,Manual,11845,Petrol,30.05,1.2,10790
 Polo,2017,Manual,20140,Petrol,30.05,1.2,10790
 EcoSport,2018,Manual,18772,Petrol,27.15,1,14799
 S-MAX,2019,Manual,8457,Diesel,27.15,2,25399
 Kuga,2018,Manual,35553,Diesel,30.05,2,14999
 Polo,2017,Manual,29573,Petrol,30.05,1.2,10790
 Kuga,2018,Manual,32362,Diesel,27.15,2,15999
 Fiesta,2018,Manual,27851,Petrol,31.4,1,11499
 Fiesta,2018,Manual,21581,Petrol,31.4,1,11699
 Kuga,2018,Semi-Auto,20870,Diesel,27.15,2,20999
 Mondeo,2018,Semi-Auto,30320,Diesel,22.8,2,13999
 Fiesta,2018,Manual,28297,Petrol,31.4,1,10799
 Yaris,2017,Automatic,18633,Hybrid,43,1.5,10790
 Yaris,2017,Manual,9851,Petrol,27.5,1.3,10790
 Kuga,2018,Semi-Auto,33343,Diesel,27.15,2,15999
 Yaris,2017,Automatic,11071,Petrol,29,1.3,10790
 Ka+,2018,Manual,5819,Petrol,28.85,1.2,8500
 Kuga,2019,Manual,9708,Diesel,27.15,1.5,18299
 Focus,2018,Manual,6987,Petrol,20.75,2,20299
 Kuga,2018,Manual,8100,Diesel,23.95,2,19299
 Fabia,2017,Manual,15811,Petrol,29.45,1.2,10790
 Fabia,2017,Automatic,18828,Petrol,30.05,1.2,10790
 Yeti Outdoor,2017,Automatic,59313,Petrol,25.7,1.2,10790
 Ka+,2019,Manual,6298,Petrol,24.35,1.2,9500
 Mustang,2020,Manual,10,Petrol,11.85,5,42999
 Fiesta,2019,Semi-Auto,8383,Petrol,24.35,1,16299
 Octavia,2017,Manual,23776,Petrol,27.15,1.4,10790
 Golf,2016,Manual,49650,Diesel,37.15,1.6,10791
 Polo,2017,Manual,16615,Petrol,30.05,1.2,10791
 Kuga,2019,Manual,14539,Petrol,20.2,1.5,14399
X1,2014,Semi-Auto,51483,Diesel,26.15,2,10792
 Fiesta,2019,Manual,8001,Petrol,30.05,1,15599
 Galaxy,2016,Automatic,117000,Diesel,26.15,2,10792
 EcoSport,2019,Manual,9982,Petrol,26.15,1,15499
 Passat,2016,Manual,91000,Diesel,33.65,2,10792
X3,2013,Automatic,94853,Diesel,25.2,2,10795
 Kuga,2019,Manual,11869,Diesel,18.85,2,22000
 Ka+,2019,Manual,3078,Petrol,24.35,1.2,10799
 Focus,2019,Manual,4892,Petrol,23.95,1,18999
 Fiesta,2019,Manual,1758,Petrol,29.45,1,15299
 Kuga,2019,Manual,20062,Diesel,19.1,2,20499
 Kuga,2019,Manual,447,Diesel,23.95,2,20999
 Fiesta,2019,Manual,4126,Petrol,29.45,1,11799
 Fiesta,2019,Manual,2128,Petrol,24.35,1.1,12799
 Auris,2013,Automatic,51295,Hybrid,37.15,1.8,10795
 Fiesta,2020,Manual,264,Petrol,29.45,1,16199
A1,2014,Manual,27427,Diesel,34.45,2,10795
 Fiesta,2019,Manual,8793,Petrol,29.45,1,15399
 Fiesta,2019,Semi-Auto,8310,Petrol,24.35,1,16199
 Fiesta,2019,Manual,9817,Petrol,30.05,1,14799
3 Series,2014,Automatic,101040,Diesel,26.15,3,10795
 Yeti Outdoor,2014,Manual,57532,Diesel,23.95,2,10795
A6,2015,Automatic,120500,Diesel,32.1,2,10795
A6,2015,Manual,78120,Diesel,30.7,2,10795
 Kuga,2018,Automatic,6170,Petrol,19.1,1.5,15800
 Focus,2018,Manual,21901,Diesel,33.65,2,18500
A5,2015,Manual,94690,Diesel,29.45,2,10795
1 Series,2015,Manual,55820,Diesel,35.3,1.5,10795
5 Series,2015,Automatic,91360,Diesel,31.4,2,10795
X1,2015,Manual,22580,Diesel,28.8,2,10795
 EcoSport,2020,Manual,915,Petrol,26.65,1,16299
 Edge,2018,Manual,26531,Diesel,23.95,2,21200
 Fiesta,2018,Manual,14338,Petrol,31.4,1,11200
 Fiesta,2015,Manual,21529,Petrol,23.95,1.6,10795
 Fiesta,2019,Manual,3599,Petrol,30.05,1,14960
 Fiesta,2020,Manual,34,Petrol,29.45,1,17499
 Fiesta,2019,Manual,3042,Petrol,29.45,1,15799
 Fiesta,2019,Semi-Auto,14788,Petrol,24.35,1,15799
 Fiesta,2019,Manual,6795,Petrol,28.25,1,12799
 Focus,2019,Manual,5681,Petrol,30.05,1,16299
 Puma,2019,Manual,1225,Petrol,25.2,1,23999
 Galaxy,2019,Manual,3158,Diesel,22.8,2,29499
